catalog_year,source_file,main_category,main_category_english,subcategory_or_series,author,author_transcribed,title,title_english,pages_format,price,currency,notes
1904,IMG_1457.jpeg,Ποιήματα,Poems,,ΥΠΕΡΙΔΟΥ Γ. Κ.,Yperides G. K.,"Ἐπὶ τοῦ πλοίου, μῖμος ἔμμετρος εἰς μέρη τρία","On the ship, metrical mime in three parts",σ. 47 + +,5.—,Δρχ.,
1904,IMG_1457.jpeg,Ποιήματα,Poems,,ΦΡΑΣΑΡΗ Μ. ΝΑΗΜ,Frasari M. Naim,"Ὁ Ἔρως, εἰς ᾄσματα ὀκτώ","Love, in eight songs",σελίδες 32 + +,2.—,Δρχ.,
1904,IMG_1457.jpeg,Ποιήματα,Poems,,ΧΡΙΣΤΟΠΟΥΛΟΥ ΑΘ.,Christopoulos Ath.,"Ποιήματα, ἔκδοσις Ῥαφτάνη","Poems, Raftanis edition","8ον, σελίδες 272 ✗",10.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,,,"Ἀβραὰμ θυσία, δρᾶμα ἱερόν","Sacrifice of Abraham, sacred drama",σ. 43,1.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΓΓΕΛΟΠΟΥΛΟΥ Κ. Ι.,Aggelopoulos K. I.,"Ἀριστόδημος, τραγῳδία εἰς πράξεις πέντε","Aristodemos, tragedy in five acts","8ον, σ. 118",9.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΔΑΜΙΔΟΥ Β.,Adamidou V.,"Τὰ δίδυμα, δρᾶμα εἰς πράξεις τέσσαρας","The Twins, drama in four acts","8ον, σ. 80",3.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΔΑΜΙΔΟΥ Β. καὶ ΣΑΒΒΟΠΟΥΛΟΥ Σ.,Adamidou V. & Savvopoulos S.,"Ὁ Σπερθίας ἢ δύο κλέπται, δρᾶμα εἰς πράξεις πέντε","Sperthias or Two Thieves, drama in five acts","8ον, σελίδες 73",5.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΛΦΙΕΡΟΥ,Alfieri,"Μύρρα, τραγῳδία","Myrrha, tragedy",σελίδες 48,4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΜΠΕΛΑ ΤΙΜ.,Ampelas Tim.,"Βιργινία ἢ Ῥωμαία, δρᾶμα εἰς πράξεις τέσσαρας","Virginia or The Roman Woman, drama in four acts",σελ. 88,5.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΜΠΕΛΑ ΤΙΜ.,Ampelas Tim.,"Λέων Καλλέργης, δρᾶμα εἰς μέρη πέντε","Leon Kallergis, drama in five parts","8ον, σελ. ια'—122",6.20,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΝΔΡΟΝΟΠΟΥΛΟΥ Β.,Andronopoulos V.,"Τὸ φάσμα τοῦ Μοντεφόρτου, δρᾶμα εἰς πράξεις πέντε","The Phantom of Monteforto, drama in five acts",σελίδες 63,2.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΝΤΩΝΙΑΔΟΥ Α. Ι.,Antoniadis A. I.,"Ἄγις ὁ Εὐδαμίδα, τραγῳδία","Agis son of Eudamidas, tragedy","8ον, σελίδες 128",8.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΝΤΩΝΙΑΔΟΥ Α. Ι.,Antoniadis A. I.,"Πετρώνιος, Μάξιμος, Νικηφόρος, Φωκᾶς καὶ Ἄτυς ὁ λυδὸς βασιλόπαις, τραγῳδίαι","Petronius, Maximus, Nikephoros, Phokas and Atys the Lydian Prince, tragedies","8ον, σελ. 348",15.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΝΤΩΝΙΑΔΟΥ Α. Ι.,Antoniadis A. I.,"Κρίσπος, τραγῳδία εἰς πράξεις πέντε","Crispus, tragedy in five acts","8ον, σελίδες 96",8.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΝΤΩΝΙΑΔΟΥ Α. Ι.,Antoniadis A. I.,"Ἡ χριστιανὴ Εὐγενία, ἤτοι τὸ φρόνημα τῶν πρώτων Χριστιανῶν, δρᾶμα εἰς μέρη πέντε","Christian Eugenia, or The Spirit of the First Christians, drama in five parts","8ον, σελ. 97",10.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΡΓΥΡΙΑΔΟΥ Ν.,Argyriadis N.,"Θωμᾶς Σιάτερτων, δρᾶμα","Thomas Chatterton, drama","8ον, σελίδες 54",4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΡΝΙΩΤΑΚΗ Ε.,Arniotakis E.,"Τὸ τέλος τοῦ Θεοδώρου, δρᾶμα εἰς πράξεις πέντε","The End of Theodoros, drama in five acts","8ον, σελίδες 60",5.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΑΥΓΕΡΙΝΟΥ Υ. Ζ.,Avgerinos Y. Z.,Πονήματα Δραματικά,Dramatic Works,"8ον, σελίδες 159",6.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΑΣΙΛΕΙΑΔΗ ΣΠ. Ν.,Vasileiadis Sp. N.,"Γαλάτεια, δρᾶμα εἰς πράξεις τέσσαρας","Galatea, drama in four acts","32ον, σ. 80",4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΑΣΙΛΕΙΑΔΗ ΣΠ. Ν.,Vasileiadis Sp. N.,"Σκύλλα, δρᾶμα εἰς πράξεις τρεῖς","Scylla, drama in three acts","32ον, σελίδες 70",4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,BATTU L. & JAIME FILS,Battu L. & Jaime Fils,"Λουκία Διδιέ, δρᾶμα εἰς τρεῖς πράξεις, μεταγλωττισθὲν ὑπὸ Ἀλ. Ε. Ἀμπότ καὶ Ἀγγ. Γ. Γεωργιάδου","Lucie Didier, drama in three acts, translated by Al. E. Abott and Ang. G. Georgiadou",σελίδες 84,10.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΔΗ Ι.,Verdi G.,"Ἀϊδά, μελόδραμα εἰς 4 πράξεις, ὑπὸ Α. Γκισλανζώνη","Aida, opera in 4 acts, by A. Ghislanzoni",σελ. 86,4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΝΑΡΔΑΚΗ ΔΗΜ. Ν.,Vernardakis Dem. N.,"Δράματα, ἔκδοσις νέα, πολλαχῶς μεταρρυθμισθεῖσα καὶ ἐπιδιορθωθεῖσα, μετὰ προλεγομένων, κρίσεων κλπ. Τόμος Α΄ Μαρία Δοξαπατρῆ, Μερόπη καὶ Εὐφροσύνη","Dramas, new edition... Volume I: Maria Doxapatri, Merope and Euphrosyne","8ον, σελίδες σα'—400",30.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΝΑΡΔΑΚΗ ΔΗΜ. Ν.,Vernardakis Dem. N.,"Μερόπη, τραγῳδία εἰς πράξεις πέντε","Merope, tragedy in five acts",σελίδες 80,2.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΝΑΡΔΑΚΗ ΔΗΜ. Ν.,Vernardakis Dem. N.,"Φαῦστα, τραγῳδία εἰς 5 πράξεις","Fausta, tragedy in 5 acts",,18.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΝΑΡ ΣΑΡΡΑΣ,Bernard Sarraz,"Ἡ Ἐξομολόγησις, δρᾶμα εἰς πρᾶξιν","The Confession, drama in one act","8ον, σ. 32",3.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΕΡΣΗ Κ. Χ.,Versis K. Ch.,"Κλεομένης, τραγῳδία εἰς πράξεις 4","Cleomenes, tragedy in 4 acts","8ον, σ. 125",8.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,BERRIÈRE καὶ SÉJOUR,Barrière & Séjour,"Τὰ τέκνα τῆς Λυκαίνης, δρᾶμα εἰς πράξεις πέντε, μετὰ προλόγου","The She-Wolf's Children, drama in five acts, with a prologue","8ον, σελίδες 167",6.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΙΑΓΚΙΝΗ Μ.,Viagkinis M.,"Ἡ Ὑπνοβάτις, μελόδραμα εἰς δύο πράξεις, ὑπὸ Ἑ. Ῥωμάνη","The Somnambulist, opera in two acts, by E. Romani","8ον, σελίδες 38",4.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΙΔΕΡΑ Ι. ΕΜ.,Videras I. Em.,"Γέμμα δὲ Βεργύ, τραγῳδία","Gemma di Vergy, tragedy",σελίδες 39,3.20,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΥΘΙΝΟΥ Ν. Δ.,Vythinos N. D.,"Ὁ συμβολαιογράφος Διονύσιος Τάπας, δρᾶμα εἰς πράξεις τρεῖς","The Notary Dionysios Tapas, drama in three acts","8ον, σελ. 114",5.—,Δρχ.,
1904,IMG_1458.jpeg,Θέατρον,Theater,Δράματα και Τραγῳδίαι,ΒΙΚΕΛΑ Ε.,Vikelas E.,"Ἡ Λουκία τοῦ Δαμερμούρ, μελόδραμα εἰς πράξεις τρεῖς, μουσικὴ Δονιζέττη, μετάφρασις","Lucia di Lammermoor, opera in three acts, music by Donizetti, translation",σελ. 34,3.—,Δρχ.,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΛΑΧΟΥ ΑΓΓ.,Vlachos Ang.,"Ἀντίνοος, τραγῳδία εἰς πράξεις πέντε","Antinous, tragedy in five acts",σελ. 160,6,drachmas,μεταφρασθεῖσα ἐλευθέρως ἐκ τοῦ γερμανικοῦ
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΟΛΑΝΑΚΗ Ι. Δ.,Volanakis I. D.,"Οἱ τέσσαρες χαρακτῆρες, δραματικὴ ἀλληγορία","The Four Characters, dramatic allegory",σ. 235,5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΟΛΤΑΙΡΟΥ,Voltaire,"Μερόπη, τραγῳδία εἰς πράξεις πέντε","Mérope, tragedy in five acts",σελίδες 95,4,drachmas,μετάφρασις Ἀ. Ἰ. Ὀλυμπίου
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΟΤΣΑΡΗ Ι.,Votsaris I.,"Ἡ Ψυχοκόρη, εἰδυλλιακὸν δράμα εἰς πράξεις 4","The Foster-Daughter, idyllic drama in 4 acts","8ον, σ. 87",6,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΟΥΤΙΑΔΟΥ Δ.,Voutiades D.,"Γουσταῦος καὶ Ἰουλία, δρᾶμα εἰς πράξεις τέσσαρας","Gustav and Julia, drama in four acts","8ον, σ. 64",3,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΟΥΤΣΙΝΑ Φ. Α.,Voutsinas F. A.,"Ἰσίδωρος ἢ ἡ πεδιάς τοῦ Μαραθῶνος, δρᾶμα εἰς πράξεις πέντε καὶ ὁ Ὄνος καὶ ὁ Ῥύαξ, κωμῳδία ALFRED DE MUSSET","Isidoros or the Plain of Marathon, drama in five acts and Un Âne et un Ruisseau, comedy by Alfred de Musset",σελ. 127,8,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",BUN ROBERT — ΧΑΪΓΕΛ Κ.,Bun Robert - Heigel K.,"Λαίδη Γλόστερ, τραγῳδία εἰς πράξεις πέντε — Μάρθα, εἰς πράξεις πέντε","Lady Gloucester, tragedy in five acts — Martha, in five acts","8ον, σελίδες 110, 88",10,drachmas,ἔμμετρος μετάφρασις ὑπὸ Ε. Γ. Ἁμαξοπούλου. Τὰ δύο ὁμοῦ
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΒΥΡΩΝΟΣ,Lord Byron,"Οἱ δύο Φόσκαροι, τραγῳδία εἰς πράξεις πέντε","The Two Foscari, tragedy in five acts","8ον, σελ. 116",7,drachmas,μετάφρασις Θρ. Καμαράδου
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΑΣΠΑΡ ΕΡΡ.,Gaspar Enrique,"Ἀδιάφοροι, δραμάτιον","The Indifferent, short play",σελίδες κθ' - 78,3,drachmas,μετάφρασις Ἰ. Κ. Καμπούρογλου
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΕΜΕΝΙΤΖΟΓΛΟΥ Α.,Gemenitzoglou A.,"Ἀρμάνδος καὶ Μαργαρίτα, δρᾶμα εἰς πράξεις τρεῖς καὶ μέρη τέσσαρα","Armand and Margarita, drama in three acts and four parts",σελίδες 79,3,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΕΝΟΪΝΟΥ Ι.,Genoinos I.,"Ἀγάπη τοῦ πλησίον, δρᾶμα εἰς πράξεις δύο","Love for One's Neighbor, drama in two acts",σελ. 89,2,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΙΑΚΟΜΕΤΤΗ Π.,Giacometti P.,"Λουκρητία Μαρία Δάβιδσον, δρᾶμα εἰς πράξεις τέσσαρας","Lucretia Maria Davidson, drama in four acts","8ον, σελίδες 58",6,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΙΑΚΟΜΕΤΤΗ Π.,Giacometti P.,"Ἡ ἔκθετος τοῦ ὀρφανοτροφείου τῆς ἁγίας Μαρίας, δρᾶμα εἰς τρεῖς πράξεις","The Foundling of Saint Mary's Orphanage, drama in three acts","8ον, σελίδ. 78",5,drachmas,μετάφρασις Γ. Κ. Σφήκα
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΚΑΙΤΕ,Goethe,"Φαῦστος, τραγῳδία εἰς πράξ. 5","Faust, tragedy in 5 acts","8ον, σ. 291",15,drachmas,μεταφρ. Γ. Στρατήγη
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΚΑΙΤΕ,Goethe,"Φάουστ, τραγῳδία εἰς πράξεις πέντε","Faust, tragedy in five acts","μέγα 8ον, σελίδ. 148",90,drachmas,"μετάφρασις Ἀρ. Προβελεγγίου, μετὰ 65 ξυλογραφιῶν καὶ 14 φωτογραφιῶν"
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΟΜΕΣ Α. Κ.,Gomes A. C.,"Οἱ Γουαρανύ, μελόδραμα χοροῦ εἰς 4 πράξεις","Il Guarany, ballet melodrama in 4 acts",σελίδες 110,5,drachmas,μετάφρασις Μ. Βιαγκίνη
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΓΟΝΔΙΝΕΤΟΥ Ε.,Gondinet E.,"Ἐλεύθεροι, δρᾶμα εἰς πράξεις πέντε, εἰκόνας ὀκτώ","Free, drama in five acts, eight illustrations","32ον, σελίδες 158",7,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",COROMILAS D. A.,Coromilas D. A.,"A chacun son tour, pièce en deux actes","To Each His Turn, play in two acts",σ. 60,5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",COROMILAS D. A.,Coromilas D. A.,Une mission,A Mission,σελ. 46,5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΑΚΟΠΟΥΛΟΥ Κ. Χ.,Dakopoulos K. Ch.,"Σέξτος ὁ Ἐνετός, δρᾶμα εἰς πράξεις τέσσαρας","Sextus the Venetian, drama in four acts","8ον, σελίδες 103",3,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",D'ENNERY AD.,d'Ennery Ad.,"Οἱ μνηστῆρες τοῦ Ἀλβάνου, δρᾶμα εἰς πράξεις πέντε","The Suitors of Albano, drama in five acts","8ον, σελίδες 87",5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",D'ENNERY A. & VERNE J.,d'Ennery A. & Verne J.,"Les voyages au théâtre (Le Tour du monde en 80 jours, Les Enfants du Capitaine Grant et Michel Strogoff)","Travels on Stage (Around the World in 80 Days, In Search of the Castaways, and Michael Strogoff)","8ον, σελίδες 375, δεδεμένον",35,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ Π. Γ.,Dimitrakopoulos P. G.,"Ἡ Θεία Δίκη, δρᾶμα εἰς πράξεις πέντε","Divine Justice, drama in five acts","8ον, σ. 86",4,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΗΜΗΤΡΙΑΔΟΥ ΒΑΣΙΛΙΚΗΣ,Dimitriadou Vasiliki,"Ἡ παράφρων κληρονόμος, δρᾶμα εἰς πράξεις πέντε","The Mad Heiress, drama in five acts","8ον, σελίδες 79",5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΣΤΟΪΕΒΣΚΗ,Dostoevsky,"Ἔγκλημα καὶ Τιμωρία, δρᾶμα εἰς πράξεις ἑπτά","Crime and Punishment, drama in seven acts",σελίδες 92,3,drachmas,μετάφρασις Γ. Β. Βογιαντζῆ
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",DOMINIA ET.,Dominia Et.,"Ὁ νόμος τῆς καρδίας, δρᾶμα εἰς πράξεις τρεῖς","The Law of the Heart, drama in three acts","8ον, σελίδες 61",2,drachmas,μετάφρ. ὑπὸ Β. Ἱεσουᾶ
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΓΕ,Douge,"Ἀπολεσθεὶς Παράδεισος, εἰς πράξεις τρεῖς καὶ 12 εἰκόνας","Paradise Lost, in three acts and 12 illustrations","8ον, σελίδες 71",5,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΚΑΓΓΟΥ Β.,Ducange V.,"Κάλας, δρᾶμα","Calas, drama","8ον, σελίδες 56",3,drachmas,
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΜΑ ΑΛ. ΥΙΟΥ,Dumas Alexandre fils,"Ἑρρῖκος Γ' καὶ ἡ αὐλή του, δρᾶμα εἰς πράξεις πέντε","Henry III and His Court, drama in five acts","8ον, σ. 104",5,drachmas,μετάφρ. Κ. Κασιμάτη
1904,IMG_1459.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΜΑ ΑΛ. ΥΙΟΥ,Dumas Alexandre fils,"Ἡ Κυρία μὲ τὰς καμελίας, δρᾶμα εἰς πράξεις πέντε","The Lady of the Camellias, drama in five acts",σελίδες 182,6,drachmas,μετάφρασις Τρ. Εὐαγγελίδου
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΜΑ ΑΛ. ΥΙΟΥ,Alexandre Dumas fils,"Ἡ σύζυγος τοῦ Κλαυδίου, δρᾶμα εἰς πράξεις τρεῖς, μετάφρασις Λεωνίδου Π. Κανελλοπούλου","The Wife of Claudius, drama in three acts, translation by Leonidas P. Kanellopoulos","8ον, σελίδες 96 +...",3.20,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΔΟΥΜΑ καὶ ΜΑΚΕ,Alexandre Dumas & Auguste Maquet,"Οἱ τρεῖς σωματοφύλακες, δρᾶμα εἰς πράξ. πέντε μετὰ προλόγου καὶ ἐπιλόγου","The Three Musketeers, drama in five acts with prologue and epilogue","4ον, σελ. 220 ++",10.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΕΤΣΕΓΑΡΑΗ J.,José Echegaray,"Ὁ Μέγας Γαλεότος, δρᾶμα εἰς πράξεις τρεῖς μεταφρασθὲν ἐκ τοῦ Ἰσπανικοῦ ὑπὸ Δ. Βικέλα","The Great Galeoto, drama in three acts translated from Spanish by D. Vikelas",σ. 160+,5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΖΑΜΠΕΛΙΟΥ Ι.,I. Zampelios,"Τιμολέων, τραγῳδία εἰς πράξεις πέντε","Timoleon, tragedy in five acts","8ον, σελ. 80+",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΖΑΧΑΡΙΑΔΟΥ Ζ. Α. καὶ ΣΤΑΘΟΠΟΥΛΟΥ Ε. Δ.,Z. A. Zachariadou and E. D. Stathopoulou,"Ὀρτάντζα Βλέγγια, δρᾶμα εἰς πράξεις τρεῖς","Ortanza Vlengia, drama in three acts","8ον, σελίδες 95 +...",3.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΗΓΟΥΜΕΝΙΔΟΥ ΑΡΙΣΤΕΑΣ Χ.,Aristea Ch. Igoumenidou,"Ἄγγελος καὶ Βιργινία, δρᾶμα εἰς πράξ. 2","Angelos and Virginia, drama in 2 acts",σ. 64++,1.20,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΗΓΟΥΜΕΝΙΔΟΥ ΑΡΙΣΤΕΑΣ Χ.,Aristea Ch. Igoumenidou,"Ἡ ἐκ τοῦ παρελθόντος σειρά, δρᾶμα εἰς πράξεις 3","The Series from the Past, drama in 3 acts",σελ. 120+,5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΘΕΟΧΑΡΙΔΟΥ Θ.,Th. Theocharidou,"Πέτρος ὁ συγκλητικός, τραγῳδία εἰς πράξ. 5","Peter the Senator, tragedy in 5 acts","8ον, σ. 131 ++",10.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΘΕΟΧΑΡΙΔΟΥ Θ.,Th. Theocharidou,"Ἰωάννης ὁ Καλυβίτης (Καλογηρισμοῦ ἐπίκρισις), δρᾶμα βυζαντινὸν ἱστορικόν","John the Hut-Dweller (Critique of Monasticism), Byzantine historical drama","8ον, σελίδες 111 ++...",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΑΒΑΛΛΟΤΤΗ Φ.,Felice Cavallotti,"Ἀλκιβιάδης, δρᾶμα εἰς εἰκόνας ἑπτά","Alcibiades, drama in seven scenes","32ον, σελ. 184++",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΑΡΥΣΤΗΝΟΥ Α. Ν.,A. N. Karystinos,"Ἡ κόρη τῆς ἁμαρτίας, δρᾶμα εἰς πρᾶξιν","The Daughter of Sin, drama in one act",σ. 48,3.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΑΣΤΕΛΒΕΚΙΟΥ Ρ.,R. Castelvecchio,"Τὰ θύματα τῆς Γαλλικῆς Δημοκρατίας, δρᾶμα εἰς πράξεις πέντε","The Victims of the French Republic, drama in five acts","8ον, σελίδες 70 +...",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΚΚΟΛΗ Σ. Ε.,S. E. Kokkolis,"Ἀπόκρυφα τῶν ἀρχαίων Παρισίων, δρᾶμα εἰς πράξεις πέντε","Mysteries of Old Paris, drama in five acts","8ον, σελίδες 104 ++...",2.20,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΡΝΗΛΙΟΥ,Pierre Corneille,"Σίδ, τραγῳδία εἰς πράξεις πέντε","Le Cid, tragedy in five acts",σελίδες 104,6.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΡΟΜΗΛΑ Δ. Α.,D. A. Koromilas,"Ἀγαπητικὸς τῆς Βοσκοπούλας, ἔμμετρον δραματικὸν εἰδύλλιον, μετ' ᾀσμάτων εἰς πράξεις 5","The Shepherdess's Lover, rhymed dramatic idyll, with songs in 5 acts","8ον, σελίδες 119 +...",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΡΟΜΗΛΑ Δ. Α.,D. A. Koromilas,"Ἀκτὶς ἐν σκότει, δραμάτιον εἰς πράξεις τρεῖς","A Ray in the Dark, short play in three acts","32ον, σελ. 128 +",5.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΡΟΜΗΛΑ Δ. Α.,D. A. Koromilas,"Ἔρως Ἀντέρως, δραμάτιον","Eros Anteros, short play",σελίδες 70 +...,8.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΡΟΜΗΛΑ Δ. Α.,D. A. Koromilas,"Πρῶτα δάκρυα, χαρακτήρ","First Tears, character study",σελίδες 72 +...,8.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΥΡΝΙΑΚΤΗ Α.,A. Kourniaktis,"Πέτρος Τάσκας ἢ τὸ Φουρναρόπουλο τῆς Βενετίας, δρᾶμα εἰς πράξεις πέντε","Petros Taskas or the Baker Boy of Venice, drama in five acts","8ον, σελίδες 68+",4.—,Δρχ.,
1904,IMG_1460.jpeg,Θέατρον,Theater,"Δράματα, τραγῳδίαι",ΚΟΥΡΤΕΛΗ Γ. Α.,G. A. Kourtelis,"Μισαλλόθρησκος μήτηρ, δρᾶμα εἰς πράξεις πέντε","Bigoted Mother, drama in five acts",σ. 61+,2.—,Δρχ.,
